user_idx,items
16508,"2290,7438,2139,2148,5302,101,564,2263,7382,7062,10325,274,164,9770,1911,5289,9071,11691,4876,5746,1710,805,9305,12541,9579,2632,3505,2299,2593,7740,2336,4826,12137,2381,2342,11750,1225,9798,13213,3642,5435,10461,4530,9072,6600,12856,382,2647,7776,6981"
16509,"6219,8420,7722,9798,10325,2788,8234,2566,4412,13295,4100,6394,5544,1879,2904,2198,11395,9448,11539,3339,11560,3949,4797,4321,10791,7947,13223,6981,2336,10137,12605,11750,4276,930,3044,761,1699,7557,11910,5501,7228,8160,7279,6325,1956,5063,2646,7216,1226,6618"
16520,"1289,4928,3426,10662,4575,5134,7119,10606,2915,9961,788,295,10580,11297,5671,12868,4035,2637,8566,11917,342,1557,8634,11023,6281,2968,4082,4663,9294,4162,2578,7944,9169,9767,11774,8553,4386,10146,125,1120,10388,3602,2663,1778,5572,8474,1199,5968,1638,10962"
16523,"542,448,3835,891,892,4643,1598,32,6858,424,97,389,584,9334,2633,977,873,4949,3651,1379,9643,86,794,6401,172,7981,11589,6764,5136,8875,8942,4559,9849,787,1119,363,2267,1947,499,1431,246,1100,1075,6710,161,586,9775,3341,1795,1289"
16581,"2139,5302,6394,8589,2198,9798,8420,1298,10834,11395,13295,2342,6514,4946,4797,2788,4276,7963,2566,9579,5531,6165,9339,7228,5544,10038,11968,11750,784,7137,5023,5198,2205,2336,3070,12605,892,7947,3514,10433,4116,2865,5562,9177,1420,10339,4412,1289,6970,7119"
16591,"6891,10355,5544,2394,1639,6313,9862,8451,7502,5526,5186,9082,12856,6447,13184,10261,1285,13295,7344,1570,1439,6165,11383,688,11910,3121,3293,10672,7722,9566,9491,4740,5470,9263,9937,8898,12933,11256,1583,9458,2204,10178,7072,926,2186,4412,12176,2019,12555,11704"
16603,"6970,2139,8420,330,10325,4797,9798,2566,13295,7137,12679,2788,975,11842,850,2168,4276,4100,1995,3054,5544,6165,9071,11383,9667,3769,5609,543,1787,8160,10178,12025,10915,2336,3339,11395,2198,836,10433,5917,1209,9732,12856,3044,9448,1583,9997,12989,7947,4739"
16604,"1289,11023,10606,342,4575,7119,2915,3426,6970,10662,7944,2637,1557,13308,5134,9169,11917,11063,8589,8474,11297,295,4162,12868,5671,125,8634,4663,1120,10580,4035,10388,777,6811,2568,13141,9729,10146,5968,2663,2434,2956,10962,1778,9404,6575,4318,1638,3069,1771"
16616,"1289,4928,1452,10325,6219,6242,13295,9798,2217,8234,295,788,3426,8566,10834,5134,5544,2568,8301,5531,2936,9767,12679,6165,7816,9579,1475,2578,9404,1733,4612,4035,2434,7947,2342,5968,454,10580,3179,11023,8553,7270,2968,8634,2663,2725,2884,588,3997,10335"
16621,"1289,10606,3426,2915,1557,10662,11297,11023,9961,5134,4575,9767,4162,10136,7119,11917,2956,295,10388,788,4215,3538,5671,8634,1778,4035,342,777,3237,7944,9184,4663,172,6811,9169,1638,1198,3069,2637,1749,161,13369,1771,3261,1850,12902,1120,8474,3569,419"
16623,"6970,6219,9798,13295,2217,2566,2379,4697,4276,5544,6165,2336,2342,7947,8921,11750,1452,2420,543,6981,10607,850,4797,4100,1226,2788,4412,6325,7228,11383,810,7722,12856,12605,11395,9967,2198,10915,4145,6394,330,10433,3339,4148,1928,12025,3044,8561,5501,1289"
16627,"6219,5302,10325,12856,1787,2336,9798,13295,10915,11383,4276,2566,9579,3054,4797,11750,1995,1583,6165,6432,2989,5198,975,850,5544,4321,3765,810,10607,6325,1226,6981,330,2198,543,10178,2420,3769,7137,4412,6394,7947,9967,12025,12989,7228,3044,5917,2788,11395"
16632,"1289,4082,4928,1474,4386,5572,6242,1399,7119,788,5134,12029,9670,2915,13100,342,8566,8301,9961,11116,13308,3479,295,12473,9404,12868,9645,1131,10321,4776,7816,10962,5809,5674,10388,9294,11650,2663,2568,2968,1475,8505,2713,10146,7855,2884,4612,3804,6970,2139"
16645,"6219,6970,4697,9798,6165,10325,2217,13295,8234,8921,5024,10834,9579,1977,5544,295,543,5531,7947,12679,4412,3087,12856,7228,12605,4100,1452,7137,4797,2372,4145,1226,4276,10915,7722,11750,1928,8561,11383,13109,9936,1855,4148,12025,10240,6302,5917,12989,10081,1583"
16650,"2290,7438,9305,9770,564,2139,164,101,5302,2381,2148,4876,8420,7062,1710,805,2263,10461,13213,2647,5435,7382,2217,2632,3505,4768,5289,1225,5945,8401,5818,12870,5746,2198,8451,12475,11691,5586,6600,2566,1762,11395,2520,2601,4946,2788,7776,3642,7740,4261"
16653,"10325,7722,2139,630,2566,3339,5302,274,2238,12679,11636,975,9798,2498,6432,1879,2205,13295,7196,3070,2198,4100,5544,403,1226,11560,10607,13345,4484,1733,1222,4946,11395,2342,1571,7279,4148,8420,510,1583,7947,6325,3044,4314,5063,761,4499,2000,4412,3769"
16672,"10325,2139,2217,6219,8234,1452,8420,13295,2198,9798,5998,2379,2336,9941,4864,12792,12679,2788,3339,4148,630,810,7722,2566,975,13345,7557,2168,3054,10915,1583,1226,11636,2989,5544,3044,9579,10178,2342,2205,6432,6325,3070,11395,2420,2936,8160,12856,9448,4412"
16674,"2394,12155,11992,9862,3529,1439,10355,1639,3710,5544,12856,4052,8898,6313,10261,4452,6095,13295,9937,4945,3111,4347,6165,11383,5191,10923,11006,8451,7186,10672,7298,9491,1739,1583,11910,11837,2345,4412,5470,2493,465,11179,10178,11704,1024,11281,4923,12933,5023,2204"
16676,"5302,4276,8420,10325,2217,8234,9798,11842,4797,4412,10834,850,13295,2198,2904,12025,7722,10915,330,7137,4100,543,9071,11383,3054,2566,5544,3044,2336,1226,2788,9879,3765,2420,4946,686,9732,7947,810,10178,12155,10081,8160,5917,6394,1452,12874,3839,1209,3294"
16678,"5302,2139,8420,10325,8234,4116,1911,2168,10834,784,3054,1787,4276,4412,11783,3765,13295,2336,9941,9798,11539,2198,2566,975,2342,10915,11356,1995,8160,2442,8412,10339,543,2788,5544,2570,7137,12856,5198,330,11725,11383,7722,4265,9967,6394,2536,9732,11395,4148"
16685,"1289,3426,11297,2637,4928,10606,11917,2915,5671,9961,4035,788,12496,10662,11023,3538,10673,9169,1557,9347,295,4575,4663,8634,7944,4162,12868,11774,10388,4082,9767,1120,1778,4386,12902,2956,1638,53,5572,9184,8713,1749,3237,9294,5968,3569,2968,13369,9959,2578"
16694,"8234,10325,8420,2566,5998,7722,1787,9798,3044,9941,761,6325,10915,10137,10777,11560,13295,2788,2989,2336,5531,2904,4148,10178,1995,9448,6898,7279,1583,10607,9937,4412,3054,11750,8160,1571,1226,5544,330,7196,11842,5063,3339,6981,8017,4321,5917,7216,9454,2646"
16703,"5302,850,4412,9798,10834,10325,13295,11842,3054,4797,11539,7137,4276,975,12025,9071,6165,4100,8234,5544,1911,274,543,9941,10607,330,10240,2336,8160,564,3087,4697,3105,9936,4052,12664,1855,2263,5917,9732,10081,7722,784,9305,2570,2381,3044,7947,11356,5501"
16708,"7722,10325,8234,12679,2566,6219,7706,4484,6981,3070,13295,1733,2342,3105,10834,1597,2936,4100,9798,5494,5523,1571,11560,3339,784,5544,7632,9996,2205,12373,1452,5063,11750,2198,10178,1226,5123,9732,1439,11395,12555,2238,4946,4412,10081,2479,8458,3765,9454,761"
16772,"3949,2139,2198,2217,9798,13295,7722,6219,4412,1226,8234,1452,4697,5544,6394,5998,6165,8412,975,11395,3044,4946,4100,2989,2788,772,8160,2336,2479,2205,5484,11750,630,3339,4148,7947,12025,1879,3070,5198,810,2566,9732,2342,4797,12610,2420,3839,7557,6325"
16773,"2139,10325,8234,2198,2217,5998,1452,13295,3044,9798,2788,12679,6165,7722,2904,219,3339,4864,1911,810,9579,2342,630,5484,8412,2566,975,4148,2989,2420,9071,9667,5544,1226,6432,330,4412,772,8160,6325,2336,1879,11750,9448,9967,3070,4797,5917,6981,11395"
16796,"12155,6891,10355,12856,7947,3529,9798,4945,6165,10672,6313,2394,7722,1639,11383,10261,1583,7502,9862,1439,12330,1285,8451,5486,4412,8898,4797,7298,9621,10178,2335,4347,11837,4321,3787,4923,11179,12555,12025,1024,9088,12933,5023,1226,11256,571,1871,3044,11281,1289"
16802,"6219,8420,5302,2217,10325,4412,8234,7438,1911,13295,9798,10137,4276,9667,7137,2198,10834,11395,9071,12025,6165,11783,5544,4100,6394,11539,4797,7722,2148,9967,2336,330,564,10081,4946,5198,7228,8160,10461,5818,8561,164,3839,5494,4148,7947,12989,3514,2205,3070"
16803,"7722,10325,2566,12605,3070,2342,3105,8234,4484,2139,7228,6219,88,12330,9825,7632,5024,4276,10834,7963,5998,6833,13295,4148,8420,5531,9692,2663,892,5063,7270,11560,784,11592,12025,5123,2420,1571,8793,2536,2198,5548,6794,1733,1226,9798,5544,2936,8607,1289"
16805,"32,1658,2163,2355,8420,363,4096,1947,3341,891,2466,12338,13397,11589,2074,2139,8598,1795,2267,4860,499,2290,4099,1191,5017,1633,892,7762,2217,1743,10351,4949,2082,9775,584,1372,7438,8539,10799,7781,787,1431,8514,3835,4802,1327,3815,5939,9208,2741"
16809,"6970,6219,8589,2566,5531,2342,9798,8234,1911,274,2336,2420,10834,9071,543,1977,4318,13295,11842,10607,12756,11783,12679,11539,975,330,4321,5544,2637,2788,810,6325,295,1733,930,8519,3339,7270,1583,3044,7947,761,8204,1879,1571,5198,4276,9442,4148,1928"
16835,"2139,6970,5302,6219,4412,13295,4697,3087,9798,2217,6165,10834,8234,1452,5544,2336,975,630,1226,453,4100,8412,4148,12664,3054,8921,2442,7722,2989,4145,12025,1855,2372,4276,10565,6981,564,8160,10081,11750,5148,3044,2646,8561,101,7228,2420,10433,4797,9082"
16843,"6219,5302,10325,7137,12679,9798,1911,2788,4797,8234,11539,4412,5198,975,2566,2336,3054,13295,3339,10137,8412,1787,11383,330,9879,3765,1995,3769,543,5544,8160,10607,9732,4276,11356,10178,10081,1571,6528,5609,9448,7722,12025,6981,784,7228,8561,2570,11571,5917"
16860,"1289,1557,4575,4162,10606,2915,2956,7119,3426,1243,4215,11917,9347,10388,12868,12496,777,9961,295,11023,4663,11297,2637,8649,3237,4035,5671,9767,2988,2484,342,7944,1850,11774,8634,9169,6323,3696,10146,82,10962,419,8713,8056,1120,12765,10647,5737,1638,6970"
16874,"2139,5302,2788,2217,3949,4412,10325,2566,2198,4797,5998,4864,2904,850,9798,13295,4276,6394,11842,2336,2989,3769,3044,8412,4100,4946,7722,3054,10915,330,930,11395,11383,5544,6165,1452,1956,12025,3339,10081,9448,10607,810,543,7947,10178,4697,8204,12856,3839"
16935,"12856,3529,6891,10439,11992,2394,10355,5544,11383,1639,9114,6095,11281,3710,8451,6106,10261,6313,11006,9862,5023,4452,1583,7186,6432,11319,2120,9491,2227,1285,6562,9937,11910,5142,13295,8898,1439,11837,4347,4797,2204,5470,6787,6165,1024,10178,465,4923,12746,11256"
16945,"10325,8234,2566,2139,274,4946,3070,7722,2420,6394,10178,12679,8420,2342,4148,12664,13295,8160,6219,6637,4276,510,4484,1571,12025,9454,1439,2205,2198,6325,10834,7228,1733,761,10915,5063,9996,1219,7270,11560,7632,630,1583,7196,9732,4024,11083,2238,4198,1289"
16964,"2290,2139,7062,2797,1179,10433,6514,13295,7438,9997,10565,1911,784,10325,1995,11842,8451,5350,564,3576,7706,850,11356,330,9798,12679,274,4826,4739,9339,646,2148,10915,1787,6432,9305,5544,3054,2336,11725,3065,8592,2381,8560,2342,12989,164,810,101,1289"
16986,"2139,2217,9798,2566,10834,975,9071,6165,13295,5531,784,1911,274,11783,8412,1452,9339,5998,5544,3339,2342,4116,4797,7947,543,3769,4321,5198,5484,4100,11750,12025,330,930,7722,3044,2788,12856,1226,4412,6325,10915,6981,6961,12605,4276,2148,7963,1879,1289"
16987,"2198,2139,2217,10325,5998,7722,9798,13295,3949,9941,11395,10834,274,4412,6165,2788,4797,11783,5544,12679,2342,5531,2566,6325,6432,3070,6394,11750,2205,7228,630,1226,2336,4148,772,5484,810,5865,3044,9448,3339,1452,5123,8160,7982,7947,1285,4946,12025,1289"
16988,"10325,7722,5302,2139,274,3339,1226,10607,2566,1995,9937,630,11636,1222,1879,9798,543,4412,6234,9454,1787,7196,403,1733,510,686,1571,2342,12353,1583,10915,10545,11560,930,4499,7279,6325,9097,3769,2420,11083,5063,3839,3044,4148,761,2788,7947,13345,1219"
17006,"6219,2139,5302,10325,9798,10834,9071,9941,7062,2566,5544,2989,10607,3054,4412,2148,1226,11783,11750,2336,4276,6165,10915,7947,6981,7722,543,2198,4601,6325,9770,7228,2936,12856,2788,2420,4797,3339,11383,4946,11395,6394,8561,1928,686,12605,10081,12025,7137,1289"
17015,"2788,10325,2139,12792,8420,2198,3339,13345,7722,2821,2989,9448,9798,11356,4797,13295,2342,6325,12679,2566,1787,9579,2570,4276,1995,2336,810,6432,10915,4116,5484,784,4412,12856,9967,772,6637,11395,10178,11636,8412,630,3044,11750,11383,1879,1571,761,8160,1289"
17029,"8420,10325,2139,9071,8234,10834,1911,2566,4276,10137,975,330,9579,2336,274,12856,6432,9667,12155,1222,6394,9879,5531,3054,1420,11395,2198,4797,2420,4946,5198,810,6325,7137,4412,7228,686,8160,5917,2148,8561,2788,1583,11383,12025,7963,3339,3044,4148,1209"
17033,"2139,5302,2217,10325,5531,13295,4797,1718,3044,274,9798,9941,1452,6394,2198,5865,7722,9579,4276,6325,12856,2788,2566,9667,5544,10915,630,4412,2342,686,3054,3339,5484,11383,1226,3769,3070,8160,11395,6417,2420,6432,330,11356,10178,1583,772,4946,454,9692"
17053,"2139,10325,5302,4276,8420,2904,2217,1775,4864,1911,2336,9071,9798,2566,1179,7722,10915,4100,3054,8160,1226,13295,4412,7137,2788,2198,12025,4797,11383,810,2420,1209,10607,3765,499,3339,10178,7947,5544,686,11395,1431,6106,5917,3769,543,12856,930,2479,630"
17055,"891,448,9334,892,2633,542,2267,4949,794,424,3835,12046,389,499,32,6858,12442,4643,9775,1119,8875,2715,2082,2470,10325,1947,6401,91,9208,584,1075,246,1795,8942,97,2731,6109,7781,477,1379,2250,9825,7720,1598,977,4099,4559,3192,1431,6764"
17083,"8589,5302,8420,10325,8234,7137,12679,1911,9071,2168,219,2788,11539,330,5917,4276,9798,13295,4797,4412,9667,975,5609,10607,543,3339,2342,6898,2566,5544,2336,12025,4318,6528,7722,3044,810,1209,9967,9732,6750,9692,930,1285,6833,2420,7228,12874,9448,8561"
17097,"6970,6219,2217,7137,2379,4412,9798,8420,4797,6165,10325,2168,13295,12025,2788,11395,1597,330,2198,975,8234,2566,4276,5544,3769,4100,4946,3339,5917,5198,9071,5609,2336,3105,7228,8160,4321,10607,543,3765,10081,2205,9732,7722,1452,8561,6750,3044,12155,810"
17101,"8420,5302,10325,2217,784,2342,2379,2904,9798,10834,4864,4412,13295,4116,2336,13345,9071,9941,10915,4276,543,5531,1219,12025,4100,1597,7722,5484,11539,6833,1452,3054,11636,5544,88,11383,10607,12874,3044,7137,5917,9692,7947,2420,2536,9732,12792,1226,4797,1289"
17108,"2217,2139,10325,2379,3949,12792,6219,10999,8420,13295,9798,975,2342,4864,810,12856,7557,1452,11636,559,6165,7722,8412,11383,4412,2336,9967,5544,10915,8160,2198,9340,10178,1583,4276,12679,7228,4797,11288,5198,2205,12025,7947,13223,4148,12605,543,12403,1209,3514"
17111,"2139,6970,8589,7062,2217,6514,12025,4797,2198,11395,9339,6165,9667,2342,4276,4412,8234,12756,7636,9936,8412,4946,11968,9692,2989,9798,13295,2536,8451,6794,6833,5531,1219,10607,330,6394,4697,6528,8160,892,8561,7228,5865,564,7438,584,6981,9305,10081,1289"
17118,"6970,5302,10325,4797,8420,7137,8234,12679,1911,330,2336,850,11842,8160,9798,2566,4276,2788,3054,11539,2168,3769,3339,274,13295,5609,975,1222,2989,9071,10607,5917,10137,10178,10915,564,3044,6325,12025,810,9305,6981,1209,9732,11383,11750,9448,930,836,2381"
17123,"12155,5544,10355,6165,12856,3529,7502,9862,7298,6313,1639,7722,4945,2394,11383,12330,9458,1439,7486,1226,11179,7317,10990,10672,3121,3839,4781,10081,3293,11837,2334,228,13400,571,4740,2335,8898,12933,1583,1739,465,12555,5470,11256,11907,9926,5023,10178,12025,1289"
17140,"11992,12856,3529,10439,1583,11383,9862,5191,11636,10797,1285,2394,1639,6313,9412,7186,3111,1439,10178,6095,4190,11006,10261,12792,8451,9263,9937,11837,8898,688,10672,4412,5470,265,465,5023,12933,4923,10923,4347,4491,11281,7298,12025,5486,11909,1739,1219,11448,3496"
17159,"4162,777,2956,4215,12807,2484,8649,7348,5737,8056,10051,9912,11669,419,10673,9383,10606,936,11297,6567,10146,8880,5671,2123,4687,10662,172,12073,12496,8341,1585,11917,295,10193,8049,3721,10962,7119,5262,5121,8628,10136,8518,5479,13320,342,32,161,1289,6970"
17178,"4412,7722,5302,1226,10081,4276,9798,3105,13295,2198,4797,10325,2217,8234,4100,3887,2479,12330,5544,5548,10915,2989,4697,8412,5484,3769,686,9071,7947,12025,543,2566,2788,6165,2336,8793,3054,11383,11750,11395,6394,5023,810,6981,3044,10178,3514,9967,11047,1289"
17188,"2139,5302,10325,8420,2566,9071,1911,10834,2420,1787,330,2336,4276,9579,2342,274,2788,6432,975,543,8160,3054,3765,1583,10137,1222,11750,12856,10607,10915,810,1995,5917,9879,7062,3339,7137,9967,686,952,6981,1209,454,1420,11383,930,6302,10178,1571,761"
17190,"6891,12155,12856,5544,10355,7486,1639,1570,11383,9862,6447,8451,10261,6165,5186,11006,2350,1439,13295,6313,4945,9082,3293,11910,7052,9458,3121,11179,11319,12001,11837,1583,11256,228,9491,10178,1024,12453,12933,8898,4923,4412,11704,10843,2204,12025,11335,7636,7343,11102"
17193,"6219,10325,5998,8420,8234,9798,2336,4412,9071,11750,5198,1226,1911,4276,4331,850,975,13295,2566,6165,6981,11539,11395,7722,3054,772,5531,4797,6394,810,10915,2198,3769,12025,5544,10607,6325,11383,2420,4946,12856,10081,7947,1879,7228,3839,12605,12989,4481,1289"
17194,"784,2570,11356,2139,2821,5302,6219,10325,5998,1787,4052,10834,11842,9798,2566,11539,4276,4797,975,13295,2788,5198,850,13057,9071,2168,1995,5531,9732,3054,1513,2342,4321,4412,930,10915,11571,11750,3765,4697,3339,3796,6981,11383,7947,12856,5544,3044,12989,1289"
17199,"1289,4928,342,10606,5134,2915,9961,10662,2637,788,4035,3426,5671,1557,7119,11023,11297,13308,11917,8634,10647,5978,3322,9767,4162,11063,3237,9184,295,2956,8553,1749,9745,9294,10388,4663,6590,1638,12095,9959,712,172,1968,12902,777,2568,10529,2484,6624,6970"
17211,"2198,11395,4946,1956,2139,2217,3070,2205,8420,3514,6514,4484,7435,2788,9339,4797,5123,4276,4412,3769,2566,13295,9448,1718,9798,10137,1452,1099,2238,7137,1298,12273,7438,9212,6325,5023,686,11885,5746,7722,4148,11356,930,784,13309,7228,1420,892,8881,1289"
17217,"6970,5302,2217,10325,2342,10834,2566,8234,9071,274,5998,8921,975,9667,4276,5865,7963,1911,9798,6394,1226,2336,7722,4412,1452,11783,6165,11539,892,4797,543,10038,7228,11968,8160,11395,13295,2198,810,12025,8561,330,4148,2536,4946,12605,7137,1733,6794,1289"
17231,"8420,5998,850,10325,4276,11842,8234,2566,1911,1787,10137,2168,3054,330,9071,3769,13295,9798,1995,11539,7137,4797,784,3765,2336,10607,2788,6325,543,1226,5544,12155,5198,4412,12025,10339,836,3339,5609,7216,11356,5501,9448,5917,1209,11725,9967,11571,4148,2570"
17241,"5302,10325,8234,2566,3949,10834,4864,11842,2904,2336,5024,850,9941,10915,7438,9879,10137,3044,2989,4276,11383,1977,4797,9798,3769,10607,13295,10178,2788,3054,3339,8160,5609,11750,330,543,810,7137,6833,5917,2342,12856,930,2420,6981,686,1583,9692,836,1289"
17254,"6219,9798,5544,5998,10325,2205,13295,3765,6394,9941,1911,9071,2936,3070,4797,2198,9732,11842,9937,12679,4100,11383,6165,4321,2336,850,6325,5531,1226,7722,6432,4697,4412,12856,12605,11395,7023,5484,7228,4946,6924,10240,2238,3087,1016,4484,7963,8561,3044,1289"
17261,"1289,10606,172,788,11023,5134,9961,342,13308,161,542,2915,891,7119,10662,32,10388,2637,10580,7816,362,9767,97,3426,125,11063,11297,10335,5671,4035,4162,6624,11917,448,794,1120,2578,3322,10146,892,785,9294,4612,2643,8634,295,1557,9334,10962,1638"
17274,"6219,4412,1226,7722,9798,4697,10325,2217,1452,2420,10081,13295,5544,3839,2342,3054,4276,2336,9667,5865,975,10915,3105,543,5531,11539,12025,2479,8921,3887,4145,6165,295,12605,7947,4148,8793,11750,7228,5917,330,3044,686,9404,6981,8561,810,11383,7270,10178"
17275,"5302,2566,2217,8420,5998,10325,8234,4276,2788,4412,13295,2342,975,9798,1226,2198,1452,784,3339,6961,4116,10915,2168,5531,9071,930,7722,3769,10607,9732,3054,2420,3044,11383,3765,5544,12155,543,4797,5865,2479,10081,7270,12025,6833,6981,330,10178,11750,7947"
17277,"1289,7119,10606,2019,10321,295,4082,4697,9458,2342,4386,7636,8702,3087,4575,5965,9798,3121,9670,342,10962,10146,9936,3696,3261,5572,2536,7855,7705,10331,9692,1855,12473,9453,2713,588,6833,3237,9563,9082,2568,5341,11142,9294,10388,13227,3997,2968,4249,8505"
17282,"8420,5302,10325,3054,850,4276,3949,2379,10834,1995,1787,8234,13295,9941,2336,11842,10137,2566,10915,9798,4412,8160,4100,4797,784,11725,6325,5544,5198,2171,12989,9967,2442,2788,12025,2394,330,11571,6981,11356,11750,4148,836,1209,7722,454,10178,11383,9448,7228"
17283,"2788,2566,8420,4276,5302,5998,9448,3339,1787,10325,1995,13295,12679,8234,10834,9579,10915,7137,11725,9798,2336,5024,543,9097,761,9967,11383,1571,13345,3765,3054,2342,11571,12856,4797,5544,12989,1977,5198,6325,11560,4321,1699,930,10178,8160,1209,7557,1583,6981"
17294,"10325,2139,5302,8420,2342,5998,2821,5531,1219,7722,2336,3054,2788,2989,88,3044,6432,10915,6325,7557,630,4797,9579,6833,810,4412,1226,3339,2566,4276,4148,8160,1733,784,9967,2420,9692,10178,772,5865,9448,3908,2536,454,12025,1583,2410,686,6794,4387"
17297,"1289,1557,4928,342,2956,10662,3426,10673,7119,4162,6970,2915,10606,9961,788,8589,11023,4035,11917,5134,2637,172,11297,7944,2484,10146,3538,11063,7855,9767,4215,5978,9184,161,3237,4082,8518,8634,10647,8553,9169,9294,10962,3069,4663,10580,712,8713,777,2139"
17318,"2139,6219,2217,11842,2788,10325,1597,3339,850,9798,2566,4412,13295,3769,9941,4797,3054,2342,12610,219,10607,11539,9071,1911,4100,543,5198,5544,564,5609,330,2807,4276,12025,8160,2909,1452,9448,6898,810,4314,930,9305,2336,10081,7722,3044,7947,6981,2148"
17319,"1289,7119,3736,10146,788,5134,9961,10962,4928,4386,6970,1399,295,2915,7855,10662,10606,4082,12496,6053,3092,13308,9670,6242,7816,4612,12029,12868,13100,4575,6624,2434,5572,1557,3426,12810,3696,9767,342,11917,13026,10335,12761,11023,10388,12473,4663,10643,4972,10886"
17324,"6794,88,2536,1219,6833,2139,6970,5302,9692,1733,6219,5531,2566,12857,10325,8589,6230,5865,7270,13345,9579,7520,2646,10433,784,1977,5024,2420,3339,1452,2217,7067,4697,10915,3769,3908,4739,7963,2788,2797,9997,3044,4318,5917,10146,330,4387,6302,1289,7119"
17329,"1289,4928,6242,6219,8566,10662,4082,4697,2217,1474,5572,2342,342,7119,3087,4386,10321,6165,13295,9798,9670,1452,7636,9563,1976,6833,10331,2568,10240,7705,12029,4776,10962,4148,2936,588,4285,5761,1475,12473,1855,2884,9692,1733,2725,10146,4126,6794,9294,5115"
17333,"1289,342,3426,2915,788,4928,10662,9961,5134,2637,10606,4575,11917,4035,1557,10136,11023,295,13308,8634,3237,7944,9184,7119,4162,9767,2956,1749,1638,9169,3322,5978,1850,10580,10647,12095,10388,11063,1120,9294,2484,8553,9959,6624,2590,4663,712,1778,2968,6970"
17345,"6970,5302,8234,2379,13295,4276,10834,4412,9798,4697,3087,2342,9667,5544,11783,9941,3054,6165,4100,12025,4797,7137,7722,543,12664,8702,2989,2442,2536,1855,1219,1226,4148,2372,9936,13380,6833,7228,9692,3839,6981,2019,9453,7947,6528,10081,6898,9458,8561,5148"
17351,"4116,784,2570,4276,2821,2139,5998,4052,5302,10834,8234,1787,10325,32,7137,499,13057,11539,2342,8420,1431,1718,892,1995,3796,6269,12664,1658,363,584,1179,9997,2198,2420,891,11571,1947,10433,12330,6833,9692,2770,1795,3835,7762,10962,7062,2163,10565,1289"
17352,"9961,9670,1749,788,6721,1289,11408,6097,3434,7816,4972,4035,4954,8089,13184,11023,1399,11142,3322,13026,712,9654,8634,1828,8166,6321,12393,10384,688,11063,13290,2763,3885,2270,10335,10653,10673,13308,9184,5569,1968,11116,10465,11742,7072,12736,4612,6624,9836,11848"
17395,"8234,10325,6219,8420,2379,9798,1787,8160,2566,3949,9941,5998,3044,7722,13295,219,3339,330,9071,10607,2788,2904,10791,4100,1995,2336,4321,6325,9448,5544,3054,10915,10178,2420,761,4412,11560,6532,6750,930,1571,5917,7196,5609,11910,1583,7947,1512,3991,10472"
17407,"10325,1787,5302,8420,2566,8234,9071,1911,3054,1995,10834,4276,2336,9798,5998,12856,2420,11383,850,543,5531,975,3765,810,10607,330,8160,12679,13295,10915,12155,5198,3339,1583,10178,11750,9579,1209,1226,454,5917,7137,12989,2788,686,4797,1879,5304,6981,7947"
17413,"32,892,499,448,3835,1431,8420,1658,3341,584,10325,542,9071,363,891,2267,1911,8875,6305,4802,11589,7981,4949,1372,2472,1119,1795,1379,12046,1075,477,424,2470,2163,133,91,389,9775,1947,9164,9334,1191,246,787,2633,4401,2715,9208,6109,4559"
17421,"1289,1557,4162,2956,4215,7119,10606,2915,4928,10673,777,8341,295,10388,12496,788,10662,11917,13100,53,2637,4027,936,8649,4035,12029,3721,3237,2484,4687,11774,4663,342,10962,10146,11297,5737,1585,8634,4386,10647,8713,9169,11023,8056,5978,7855,1850,7944,82"
17423,"8420,10325,4276,9071,2566,850,5998,11842,9798,11539,2336,274,1787,3054,975,810,5531,13295,4797,10607,543,10915,330,3769,1995,12856,6981,11750,6325,1226,7137,5198,9879,11383,12989,7216,7963,8160,2420,3339,836,5304,7947,2788,930,12025,4412,1420,7228,1289"
17426,"5134,9961,788,13308,7816,7119,1289,4928,10335,10643,10606,6624,2915,10662,9767,4612,6242,9836,4575,13026,4972,8566,12868,3426,342,10388,3322,3696,295,10146,10962,3261,1199,7403,4386,4082,1749,3885,2713,8652,6097,9294,2270,1771,2568,7855,53,11917,8553,3237"
17431,"10325,12155,12856,11383,8451,5544,10355,2394,1639,6165,4452,1439,3710,1570,3070,11006,1016,6313,9862,6394,1583,7722,2198,7186,7052,10261,8698,1285,10178,12330,11910,11179,8898,9937,4412,12025,2205,5470,465,3111,11704,3514,11256,11448,4923,2157,4484,12933,10081,1289"
17433,"2139,8420,2217,2379,5998,4276,1911,10325,850,4412,11842,8234,2342,13295,2904,10915,9071,975,9798,3054,9967,543,13345,2336,3765,4797,7137,10607,7722,330,12792,11383,5544,12025,5609,5198,8160,4148,10178,10081,12856,810,7228,7963,2536,11750,6981,12989,8561,1289"
17438,"12856,10439,5544,10355,2394,5306,13184,1639,1439,11383,7947,5186,2204,10261,9798,712,6313,8898,13295,4190,12330,11006,620,6165,7186,4773,1583,6095,4347,11910,10672,688,9491,12555,465,5470,9937,8451,2339,1739,5304,5651,11179,12001,11063,9412,10178,11704,3453,11256"
17441,"784,2821,11356,2570,4052,2139,6219,5998,3796,13057,12610,2168,10834,13295,9798,975,1787,1995,11783,850,4100,11842,9339,2493,5198,2770,3769,5531,2566,4697,4412,3765,5544,2788,2342,2909,3054,6528,12155,9732,11725,11571,1513,12463,9448,2237,893,4387,7963,1289"
